0.0051	-0.001031748	1.05E-08	-1.20E-07	0.000854587	1.12E-11	2.94E-14	4.59E-07	5.06E-30	9.40E-33	-1.42E-25	8.69E-17	6.99E-28	-3.55E-29	5.85E-39	2.97E-40	1.11E-12	-7.21E-34	6.06E-40	-1.19E-34	-3.87E-63	-1.05E-32	-3.70E-48	4.61E-36	-6.98E-62
0.0052	-0.001033795	1.06E-08	-1.21E-07	0.00086599	1.13E-11	2.99E-14	4.66E-07	5.13E-30	9.52E-33	-1.44E-25	8.83E-17	7.11E-28	-3.61E-29	5.95E-39	3.02E-40	1.13E-12	-7.34E-34	6.17E-40	-1.21E-34	-3.94E-63	-1.06E-32	-3.76E-48	4.69E-36	-7.11E-62
0.0053	-0.001035304	1.07E-08	-1.23E-07	0.000877203	1.15E-11	3.03E-14	4.73E-07	5.20E-30	9.63E-33	-1.46E-25	8.97E-17	7.22E-28	-3.67E-29	6.04E-39	3.07E-40	1.15E-12	-7.46E-34	6.28E-40	-1.23E-34	-4.01E-63	-1.08E-32	-3.83E-48	4.78E-36	-7.23E-62
0.0054	-0.001036283	1.08E-08	-1.24E-07	0.000888229	1.16E-11	3.08E-14	4.81E-07	5.27E-30	9.74E-33	-1.48E-25	9.11E-17	7.34E-28	-3.72E-29	6.13E-39	3.12E-40	1.17E-12	-7.59E-34	6.38E-40	-1.25E-34	-4.08E-63	-1.10E-32	-3.90E-48	4.86E-36	-7.36E-62
0.0055	-0.001036743	1.08E-08	-1.25E-07	0.000899067	1.18E-11	3.12E-14	4.88E-07	5.33E-30	9.85E-33	-1.50E-25	9.25E-17	7.45E-28	-3.78E-29	6.22E-39	3.17E-40	1.19E-12	-7.71E-34	6.49E-40	-1.27E-34	-4.15E-63	-1.12E-32	-3.96E-48	4.94E-36	-7.48E-62
0.0056	-0.001036691	1.09E-08	-1.26E-07	0.000909719	1.19E-11	3.16E-14	4.95E-07	5.40E-30	9.95E-33	-1.52E-25	9.39E-17	7.56E-28	-3.84E-29	6.32E-39	3.22E-40	1.21E-12	-7.84E-34	6.59E-40	-1.29E-34	-4.21E-63	-1.14E-32	-4.03E-48	5.03E-36	-7.61E-62
0.0057	-0.001036138	1.10E-08	-1.27E-07	0.000920185	1.21E-11	3.21E-14	5.02E-07	5.46E-30	1.01E-32	-1.54E-25	9.53E-17	7.67E-28	-3.90E-29	6.41E-39	3.27E-40	1.23E-12	-7.96E-34	6.70E-40	-1.31E-34	-4.28E-63	-1.16E-32	-4.09E-48	5.11E-36	-7.73E-62
0.0058	-0.001035092	1.11E-08	-1.28E-07	0.000930468	1.22E-11	3.25E-14	5.09E-07	5.53E-30	1.02E-32	-1.56E-25	9.66E-17	7.78E-28	-3.95E-29	6.50E-39	3.31E-40	1.25E-12	-8.09E-34	6.80E-40	-1.33E-34	-4.35E-63	-1.18E-32	-4.16E-48	5.19E-36	-7.86E-62
0.0059	-0.001033563	1.11E-08	-1.29E-07	0.000940566	1.23E-11	3.29E-14	5.16E-07	5.59E-30	1.03E-32	-1.58E-25	9.80E-17	7.89E-28	-4.01E-29	6.59E-39	3.36E-40	1.27E-12	-8.21E-34	6.91E-40	-1.36E-34	-4.41E-63	-1.20E-32	-4.22E-48	5.28E-36	-7.98E-62
0.006	-0.001031559	1.12E-08	-1.30E-07	0.000950483	1.25E-11	3.33E-14	5.23E-07	5.65E-30	1.03E-32	-1.60E-25	9.94E-17	8.00E-28	-4.07E-29	6.67E-39	3.41E-40	1.29E-12	-8.34E-34	7.01E-40	-1.38E-34	-4.48E-63	-1.21E-32	-4.29E-48	5.36E-36	-8.11E-62
